SL NO,BRANDS,PRODUCTS,TOP NOTE,MIDDLE NOTE,BASE NOTE,DESCRIPTION,OCCASION
575,PACO RABBANE,1 MILLION ELIXIR,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover 1 Million Elixir by Paco Rabbane, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
576,PACO RABBANE,ONE MILION GOLDEN DUD,"Mandarin, Saffron","Rose, Cinnamon","Amber, Vanilla, Oud","Discover One Milion Golden Dud by Paco Rabbane, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of amber and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
577,PACO RABBANE,INVICTUS VICTORY,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Invictus Victory by Paco Rabbane, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
578,PARFUMS DE MARLY,DELINA EXCLUSIF -,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Delina Exclusif - by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
579,PARFUMS DE MARLY,DELINA -,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Delina - by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
580,PARFUMS DE MARLY,ORIANA -,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Oriana - by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
581,PARFUMS DE MARLY,GREENLEY -,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Greenley - by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
582,PARFUMS DE MARLY,DELINA EXCLUSIF,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Delina Exclusif by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
583,PARFUMS DE MARLY,ALTHAIR,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Althair by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
584,PARFUMS DE MARLY,HABDAN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Habdan by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
585,PARFUMS DE MARLY,VALAYA,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Valaya by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
586,PARFUMS DE MARLY,DELINA,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Delina by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
587,PARFUMS DE MARLY,ORIANA,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Oriana by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
588,PARFUMS DE MARLY,GREENLEY,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Greenley by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
589,PARFUMS DE MARLY,HEROD,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Herod by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
590,PARFUMS DE MARLY,GALLOWAY,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Galloway by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
591,PARFUMS DE MARLY,LAYTON,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Layton by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
592,PARFUMS DE MARLY,KALAN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Kalan by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
593,PARFUMS DE MARLY,PEGASUS,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Pegasus by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
594,PARFUMS DE MARLY,CARIOS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Carios by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
595,PARFUMS DE MARLY,ERAGON,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Eragon by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
596,PARFUMS DE MARLY,VALERO,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Valero by Parfums De Marly, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
597,PENHALIGON’S,TERRIBLE TEDDY,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Terrible Teddy by Penhaligon’S, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
598,PENHALIGON’S,FORTUITOUS FINLEY,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Fortuitous Finley by Penhaligon’S, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
599,PENHALIGON'S,THE WORLD ACCORDING TO ARTHUR,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover The World According To Arthur by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
600,PENHALIGON'S,SARTORIAL -,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Sartorial - by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
601,PENHALIGON'S,THE UNCOMPROMISING SOHAN,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover The Uncompromising Sohan by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
602,PENHALIGON'S,HALFETI,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Halfeti by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
603,PENHALIGON'S,HALFETI LEATHER,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Halfeti Leather by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
604,PENHALIGON'S,THE COVETED DUCHESS ROSE,"Lychee, Bergamot","Rose, Peony","Musk, Patchouli, Vanilla","Discover The Coveted Duchess Rose by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with lychee and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of musk and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
605,PENHALIGON'S,JUNIPER SLANG,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Juniper Slang by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
606,PENHALIGON'S,MALABAH,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Malabah by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
607,PENHALIGON'S,THE INIMITABLE WILLIAM,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover The Inimitable William by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
608,PENHALIGON'S,BLUE BELL,"Lemon, Mint","Lavender, Geranium","Amberwood, Musk, Cedar","Discover Blue Bell by Penhaligon'S, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amberwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
609,PRADA,PARADIGME,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Paradigme by Prada, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
610,PRADA,PARADOXE RADICAL ESSENCE,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Paradoxe Radical Essence by Prada, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
611,PRADA,CANDY,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Candy by Prada, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
612,PRADA,AMBER POUR HOMME,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Amber Pour Homme by Prada, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
613,PRADA,LUNA ROSSA BLACK,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Luna Rossa Black by Prada, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
614,PRADA,PARADOXE,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Paradoxe by Prada, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
615,PRADA,LUNA ROSSA,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Luna Rossa by Prada, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
616,PRADA,L'HOMME,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover L'Homme by Prada, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
617,RALPH LAUREN,POLO BLUE,"Lemon, Mint","Lavender, Geranium","Amberwood, Musk, Cedar","Discover Polo Blue by Ralph Lauren, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amberwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
618,RALPH LAUREN,POLO SPORT,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Polo Sport by Ralph Lauren, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
619,RALPH LAUREN,POLO SUPREME OUDH,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Polo Supreme Oudh by Ralph Lauren, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
620,RASASI,ROMANCE (W),"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Romance (W) by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
621,RASASI,ARBA WARDAT,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Arba Wardat by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
622,RASASI,FAQAT LIL RIJAAL,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Faqat Lil Rijaal by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
623,RASASI,BLUE LADY,"Lemon, Mint","Lavender, Geranium","Amberwood, Musk, Cedar","Discover Blue Lady by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amberwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
624,RASASI,DEHN AL OUDH AL NOKHBA,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Dehn Al Oudh Al Nokhba by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
625,RASASI,HAWAS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Hawas by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
626,RASASI,NEBRAS AL ISHQ NOOR,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Nebras Al Ishq Noor by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
627,RASASI,AFSHAAN,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Afshaan by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
628,RASASI,RASASI HAWAS ICE,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Rasasi Hawas Ice by Rasasi, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
629,ROBERTO CAVALLI,JUST CAVALLI MEN,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Just Cavalli Men by Roberto Cavalli, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
630,ROBERTO CAVALLI,FLORENCE AMBER,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Florence Amber by Roberto Cavalli, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
631,ROBERTO CAVALLI,SERPENTINE,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Serpentine by Roberto Cavalli, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
632,ROBERTO CAVALLI,JUST CAVALI MEN,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Just Cavali Men by Roberto Cavalli, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
633,ROBERTO CAVALLI,PARADISO,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Paradiso by Roberto Cavalli, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
634,ROJA,ELYSIUM,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Elysium by Roja, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
635,ROJA,AMBER AOUD,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Amber Aoud by Roja, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
636,ROJA,ENIGMA,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Enigma by Roja, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
637,ROJA,DOVE HAUTE LUXE,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Dove Haute Luxe by Roja, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
638,ROJA,FRUITY AOUD,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Fruity Aoud by Roja, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
639,ROJA,MUSK OUD -,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Musk Oud - by Roja, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
640,ROJA,OLIGARCH,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Oligarch by Roja, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
641,ROJA,ENSLAVED,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Enslaved by Roja, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
642,ROJA,UNSPOKEN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Unspoken by Roja, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
643,ROJA,LOST IN PARIS,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Lost In Paris by Roja, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
644,SOL DE JANEIRO,CHEIROSA 40,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Cheirosa 40 by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
645,SOL DE JANEIRO,CHEIROSA 71,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Cheirosa 71 by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
646,SOL DE JANEIRO,CHEIROSA 59,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Cheirosa 59 by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
647,SOL DE JANEIRO,CHEIROSA 68,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Cheirosa 68 by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
648,SOL DE JANEIRO,CHEIROSA 62,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Cheirosa 62 by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
649,SOL DE JANEIRO,CARIOCA CRUSH,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Carioca Crush by Sol De Janeiro, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
